SlNo,Name,CustID,Number of Credit Cards,Age,Gender,MaritalStatus,AnnualSalary,MonthlyCCUsage
2757,Eduardo,930065,4,65,F,Married,"2,56,582",Very High(>75%)
2758,Blaine,930096,5,56,M,Married,"6,88,635",Very High(>75%)
2759,Carolina,930180,5,57,M,Married,"7,50,580",Very High(>75%)
2760,Alfonso,930668,2,34,F,Married,"3,10,447",Very High(>75%)
2761,Brooklynn,930795,4,39,F,Married,"6,66,497",Very High(>75%)
2762,Dania,931113,5,26,M,Married,"6,10,637",Very High(>75%)
2763,Breanna,931335,4,55,F,Married,"9,49,920",Very High(>75%)
2764,Agustin,931360,1,29,F,Never Married,"7,99,651",Very High(>75%)
2765,Gretchen,931400,5,47,F,Married,"8,87,143",Very High(>75%)
2766,Jamal,931444,7,57,M,Married,"7,83,676",Very High(>75%)
2767,Johnathan,932083,3,68,F,Married,"1,41,258",Very High(>75%)
2768,Cayden ,932090,6,47,M,Divorced,"2,01,597",Very High(>75%)
2769,Hayley,932272,3,63,F,Married,"8,75,105",Very High(>75%)
2770,Junior,932362,3,35,F,Married,"1,52,709",Very High(>75%)
2771,Brett,932387,1,42,M,Never Married,"7,98,177",Very High(>75%)
2772,Jefferson,932835,6,48,M,Never Married,"2,63,638",Very High(>75%)
2773,Jude,933292,4,48,M,Married,"2,52,056",Very High(>75%)
2774,Duane,934109,5,39,F,Never Married,"2,02,814",Very High(>75%)
2775,Frida,934334,4,51,F,Married,"2,39,541",Very High(>75%)
2776,Dwight,934473,1,32,M,Never Married,"4,53,145",Very High(>75%)
2777,Frankie,934669,7,49,F,Never Married,"3,24,506",Very High(>75%)
2778,Jared,934773,3,66,M,Married,"7,83,477",Very High(>75%)
2779,Jordan,935049,8,47,F,Never Married,"1,67,269",Very High(>75%)
2780,Hailie,935541,5,65,M,Married,"1,00,195",Very High(>75%)
2781,Darren,935682,5,48,F,Divorced,"3,42,657",Very High(>75%)
2782,Jada,936197,4,60,M,Never Married,"5,99,052",Very High(>75%)
2783,Gloria,936812,2,33,F,Married,"1,06,956",Very High(>75%)
2784,Cheyenne,937159,9,66,M,Divorced,"4,43,366",Very High(>75%)
2785,Brenda,938281,5,47,F,Married,"9,73,934",Very High(>75%)
2786,Jalen,938575,4,69,M,Married,"8,42,359",Very High(>75%)
2787,Issac,938909,2,34,M,Never Married,"2,53,452",Very High(>75%)
2788,Carli,938999,5,37,M,Married,"1,68,534",Very High(>75%)
2789,Clara,939194,4,42,M,Married,"2,11,221",Very High(>75%)
2790,Adam,939319,6,57,F,Married,"8,35,340",Very High(>75%)
2791,Justyn,939390,5,20,F,Married,"2,98,363",Very High(>75%)
2792,Jasmine,939854,2,61,F,Divorced,"2,49,671",Very High(>75%)
2793,Gonzalo,940000,7,63,F,Never Married,"9,94,966",Very High(>75%)
2794,Christopher,940227,9,34,M,Never Married,"2,20,936",Very High(>75%)
2795,Alonzo,940603,9,70,F,Divorced,"2,74,643",Very High(>75%)
2796,Delaney,941011,3,59,M,Married,"7,80,302",Very High(>75%)
2797,Dante,941256,7,47,F,Never Married,"9,61,765",Very High(>75%)
2798,Abel,941967,2,43,F,Divorced,"8,12,468",Very High(>75%)
2799,Janelle,942406,3,22,M,Never Married,"6,89,331",Very High(>75%)
2800,Eileen,943254,3,66,F,Married,"5,75,162",Very High(>75%)
2801,Deven,943315,5,42,M,Married,"6,49,981",Very High(>75%)
2802,Estevan,943529,5,27,M,Married,"2,03,596",Very High(>75%)
2803,Bradyn,943794,4,20,M,Never Married,"1,23,095",Very High(>75%)
2804,Isabell,944018,9,64,F,Married,"3,21,126",Very High(>75%)
2805,Allan,944231,6,25,F,Never Married,"8,81,402",Very High(>75%)
2806,Jamil,944657,10,43,M,Married,"1,05,074",Very High(>75%)
2807,Cayden ,945218,5,69,M,Married,"1,23,289",Very High(>75%)
2808,Alexandra,945260,3,52,M,Married,"8,46,486",Very High(>75%)
2809,Efren,946052,6,48,M,Never Married,"6,83,327",Very High(>75%)
2810,Benjamin,946096,4,56,F,Married,"2,91,274",Very High(>75%)
2811,Johan,946100,4,50,F,Married,"5,83,107",Very High(>75%)
2812,Joelle,946153,4,22,F,Married,"8,63,268",Very High(>75%)
2813,Dangelo,946188,7,47,M,Married,"4,97,829",Very High(>75%)
2814,Elvin,946248,5,65,M,Never Married,"8,66,591",Very High(>75%)
2815,Geoffrey,946372,7,69,F,Married,"6,32,377",Very High(>75%)
2816,Jaden,946771,4,58,M,Never Married,"6,70,939",Very High(>75%)
2817,Jesse,947119,5,50,F,Never Married,"5,11,382",Very High(>75%)
2818,Julian,947859,3,66,M,Never Married,"8,69,048",Very High(>75%)
2819,Jameson,948027,4,68,M,Married,"5,72,259",Very High(>75%)
2820,Devonte,948398,9,44,M,Married,"4,34,986",Very High(>75%)
2821,Frida,948472,4,49,F,Married,"8,62,632",Very High(>75%)
2822,Earl,948590,8,68,F,Married,"7,27,622",Very High(>75%)
2823,Grayson,948670,2,60,F,Married,"67,343",Very High(>75%)
2824,Chloe,948918,5,25,M,Divorced,"2,01,420",Very High(>75%)
2825,Camren,949389,3,51,F,Married,"6,32,317",Very High(>75%)
2826,Jair,949724,4,37,M,Never Married,"3,20,691",Very High(>75%)
2827,Emily,950352,4,41,M,Married,"4,60,753",Very High(>75%)
2828,Donavan,950671,4,68,F,Never Married,"8,06,262",Very High(>75%)
2829,Elliot,951065,5,42,M,Married,"9,44,950",Very High(>75%)
2830,Freddy,951932,5,18,F,Never Married,"5,41,790",Very High(>75%)
2831,Damon,952030,4,67,M,Married,"5,61,837",Very High(>75%)
2832,Donald,952254,1,46,M,Married,"7,44,830",Very High(>75%)
2833,Jacquelyn,952255,5,33,M,Never Married,"7,58,050",Very High(>75%)
2834,Dandre,952336,3,50,M,Divorced,"2,72,304",Very High(>75%)
2835,Ali,952405,4,49,M,Divorced,"4,05,141",Very High(>75%)
2836,Estefania,952797,9,62,F,Never Married,"7,09,014",Very High(>75%)
2837,Isaias,952875,3,35,M,Married,"8,12,600",Very High(>75%)
2838,Dale,953181,3,66,M,Married,"8,14,994",Very High(>75%)
2839,Alessandra,953202,1,19,M,Married,"5,00,543",Very High(>75%)
2840,Graham,953539,4,44,F,Never Married,"7,12,775",Very High(>75%)
2841,Gregory,953680,9,31,F,Married,"3,90,644",Very High(>75%)
2842,Ainsley,954344,1,66,M,Divorced,"4,81,742",Very High(>75%)
2843,Dayana,954354,5,36,F,Never Married,"6,39,248",Very High(>75%)
2844,Ellie,954401,5,53,F,Divorced,"9,07,746",Very High(>75%)
2845,Abdiel,954525,2,49,M,Never Married,"9,18,406",Very High(>75%)
2846,Freddy,954857,6,48,M,Married,"9,76,443",Very High(>75%)
2847,Antony,955048,3,56,M,Married,"9,84,968",Very High(>75%)
2848,Hugo,955335,8,34,M,Never Married,"4,61,029",Very High(>75%)
2849,Jose,955336,4,24,F,Divorced,"8,57,647",Very High(>75%)
2850,Brielle,955427,3,69,F,Married,"7,00,753",Very High(>75%)
2851,Jevon,955435,3,58,M,Married,"7,10,838",Very High(>75%)
2852,Gabriella,955761,3,68,M,Married,"5,33,447",Very High(>75%)
2853,Jared,956020,5,44,M,Divorced,"3,38,123",Very High(>75%)
2854,Giovanny,956126,4,44,F,Never Married,"7,42,228",Very High(>75%)
2855,Jackeline,956298,5,33,M,Married,"4,92,253",Very High(>75%)
2856,Diamond,956452,6,61,F,Divorced,"8,77,098",Very High(>75%)
2857,Haylee,956465,4,68,F,Never Married,"9,68,048",Very High(>75%)
2858,Drew,957114,7,43,M,Married,"1,39,323",Very High(>75%)
2859,Duncan,957154,4,70,F,Never Married,"8,77,636",Very High(>75%)
2860,Amir,957190,5,28,M,Divorced,"4,61,069",Very High(>75%)
2861,Jazlyn,957409,6,38,M,Married,"8,43,142",Very High(>75%)
2862,Dominik,957857,8,37,M,Never Married,"5,22,061",Very High(>75%)
2863,Israel,957964,1,55,M,Married,"7,93,785",Very High(>75%)
2864,Abbie,958090,2,29,M,Married,"4,59,792",Very High(>75%)
2865,Alvin,958313,4,27,M,Married,"8,38,783",Very High(>75%)
2866,Devyn,958412,4,68,M,Divorced,"4,26,639",Very High(>75%)
2867,Joana,958793,3,45,M,Never Married,"7,93,344",Very High(>75%)
2868,Jamya,958926,4,19,F,Married,"2,94,148",Very High(>75%)
2869,Cruz,959082,1,49,M,Married,"5,42,029",Very High(>75%)
2870,Gregory,959144,5,59,M,Married,"2,47,199",Very High(>75%)
2871,Brooks,959310,2,62,F,Never Married,"1,32,856",Very High(>75%)
2872,Amari,960171,7,26,F,Married,"5,49,182",Very High(>75%)
2873,Elena,960958,4,40,M,Divorced,"4,39,744",Very High(>75%)
2874,Gunnar,960979,5,66,M,Divorced,"8,31,956",Very High(>75%)
2875,Ezra,961299,4,27,M,Never Married,"9,91,757",Very High(>75%)
2876,Jason,961438,7,26,M,Married,"2,28,078",Very High(>75%)
2877,Dania,961984,2,51,M,Married,"7,17,979",Very High(>75%)
2878,Alexandro,962540,6,67,M,Married,"2,29,591",Very High(>75%)
2879,Adam,962573,10,67,M,Married,"1,42,613",Very High(>75%)
2880,Elmer,962937,7,27,M,Never Married,"4,04,355",Very High(>75%)
2881,Clayton,963500,2,23,M,Never Married,"6,59,707",Very High(>75%)
2882,Gianna,963536,3,34,M,Married,"9,71,524",Very High(>75%)
2883,Juliana,963883,7,52,M,Married,"4,79,055",Very High(>75%)
2884,Antwan,963943,1,31,M,Married,"5,22,184",Very High(>75%)
2885,Hazel,964459,6,58,F,Married,"4,71,627",Very High(>75%)
2886,Bridget,964576,3,66,M,Married,"6,88,558",Very High(>75%)
2887,Brady,965319,7,43,F,Married,"7,14,709",Very High(>75%)
2888,Jazmyn,965382,4,28,M,Never Married,"1,96,790",Very High(>75%)
2889,Harmony,965515,5,50,M,Never Married,"8,18,285",Very High(>75%)
2890,Gaige,965534,3,24,M,Never Married,"1,29,792",Very High(>75%)
2891,Brittany,965684,3,43,F,Divorced,"6,88,277",Very High(>75%)
2892,Irving,966034,4,34,M,Married,"3,27,879",Very High(>75%)
2893,Jaylan,966180,5,69,M,Married,"2,22,098",Very High(>75%)
2894,Joaquin,966333,4,60,M,Never Married,"2,37,640",Very High(>75%)
2895,Camden,966816,4,18,F,Divorced,"5,99,339",Very High(>75%)
2896,Abigale,967085,7,28,F,Never Married,"8,19,013",Very High(>75%)
2897,Jacob,967237,7,49,M,Never Married,"6,02,330",Very High(>75%)
2898,Dallas,967420,4,24,M,Never Married,"6,27,048",Very High(>75%)
2899,Glenn,967428,5,38,F,Married,"7,75,475",Very High(>75%)
2900,Gloria,967701,9,24,F,Married,"9,97,685",Very High(>75%)
2901,Eduardo,967924,4,41,M,Never Married,"5,61,543",Very High(>75%)
2902,Jamel,968527,3,64,F,Married,"4,93,314",Very High(>75%)
2903,Julius,968571,2,52,M,Married,"5,49,116",Very High(>75%)
2904,Ean,968608,7,42,F,Never Married,"5,10,269",Very High(>75%)
2905,Jazmyn,968724,4,39,M,Married,"5,43,802",Very High(>75%)
2906,Brennan,969099,5,40,M,Divorced,"9,69,894",Very High(>75%)
2907,Cameron,969911,4,62,F,Married,"5,63,960",Very High(>75%)
2908,Alexys,970299,3,66,M,Divorced,"1,88,530",Very High(>75%)
2909,Addison,970344,6,53,F,Never Married,"2,34,898",Very High(>75%)
2910,Gary,970868,5,27,M,Never Married,"4,23,791",Very High(>75%)
2911,Daphne,971457,5,41,M,Married,"3,80,826",Very High(>75%)
2912,Jordan,971483,3,56,M,Married,"3,88,807",Very High(>75%)
2913,Alexa,971577,4,47,F,Married,"6,90,160",Very High(>75%)
2914,Jabari,971640,6,24,F,Never Married,"3,82,812",Very High(>75%)
2915,Cheyanne,971645,6,25,M,Married,"9,46,158",Very High(>75%)
2916,Amarion,971787,7,45,M,Never Married,"5,29,262",Very High(>75%)
2917,Jackeline,972129,7,38,F,Never Married,"7,57,094",Very High(>75%)
2918,Emerson,972663,2,50,F,Married,"4,40,948",Very High(>75%)
2919,Brayan,972684,4,28,M,Never Married,"9,78,329",Very High(>75%)
2920,Claire,973020,4,49,M,Divorced,"8,14,316",Very High(>75%)
2921,Emilie,973580,1,59,F,Never Married,"6,37,114",Very High(>75%)
2922,Darryl,973629,2,52,F,Never Married,"5,19,000",Very High(>75%)
2923,Jolie,973672,6,23,M,Married,"9,64,684",Very High(>75%)
2924,Elijah,974703,2,66,F,Never Married,"3,07,283",Very High(>75%)
2925,Eden,975104,6,50,M,Married,"9,94,928",Very High(>75%)
2926,Elsa,975265,7,29,M,Never Married,"8,09,951",Very High(>75%)
2927,Chase,975487,4,64,F,Never Married,"5,33,125",Very High(>75%)
2928,Adonis,975582,3,44,F,Married,"9,38,639",Very High(>75%)
2929,Hamza,975622,7,58,M,Married,"4,00,519",Very High(>75%)
2930,Johan,975804,9,69,M,Married,"3,86,920",Very High(>75%)
2931,Elias,976044,5,57,F,Never Married,"7,93,601",Very High(>75%)
2932,Alden,976135,2,54,M,Married,"3,38,296",Very High(>75%)
2933,Brodie,976471,7,25,M,Married,"4,96,948",Very High(>75%)
2934,Gideon,976521,4,49,F,Never Married,"2,95,037",Very High(>75%)
2935,Armando,976949,5,25,M,Married,"1,28,524",Very High(>75%)
2936,Elliot,978064,4,40,F,Divorced,"9,26,758",Very High(>75%)
2937,Estefany,978283,7,21,M,Never Married,"9,47,593",Very High(>75%)
2938,Jon,978823,10,34,M,Never Married,"3,75,968",Very High(>75%)
2939,Aiyana,978859,5,41,F,Married,"9,45,999",Very High(>75%)
2940,Jevon,979665,5,35,M,Never Married,"2,83,382",Very High(>75%)
2941,Esther,979689,4,33,M,Never Married,"6,86,782",Very High(>75%)
2942,Deandre,980457,1,43,F,Married,"9,33,297",Very High(>75%)
2943,Jarrod,980521,6,40,M,Married,"5,76,334",Very High(>75%)
2944,Bailey,981337,6,25,F,Married,"8,37,468",Very High(>75%)
2945,Justyn,981485,4,20,M,Married,"8,12,288",Very High(>75%)
2946,Alonso,981771,9,49,F,Married,"2,52,177",Very High(>75%)
2947,Fidel,981963,6,65,M,Never Married,"9,62,459",Very High(>75%)
2948,Josef,982639,6,37,M,Married,"4,10,738",Very High(>75%)
2949,Bria,982780,7,52,F,Married,"6,98,203",Very High(>75%)
2950,Dario,983228,6,57,M,Married,"3,23,731",Very High(>75%)
2951,Eliana,983942,7,21,M,Married,"4,18,904",Very High(>75%)
2952,Jarod,984677,5,18,M,Divorced,"2,79,164",Very High(>75%)
2953,Jena,985259,6,25,F,Married,"70,568",Very High(>75%)
2954,Craig,985507,4,61,M,Divorced,"2,07,905",Very High(>75%)
2955,Eva,985511,5,67,F,Never Married,"1,13,314",Very High(>75%)
2956,Jessica,985528,4,28,M,Married,"9,71,832",Very High(>75%)
2957,Daryl,985745,6,32,M,Divorced,"1,06,019",Very High(>75%)
2958,Forrest,985854,4,70,M,Never Married,"5,02,529",Very High(>75%)
2959,Abigayle,986069,5,38,M,Married,"1,78,409",Very High(>75%)
2960,Alexander,986507,5,26,M,Married,"1,07,994",Very High(>75%)
2961,Donald,986707,8,20,M,Never Married,"7,17,878",Very High(>75%)
2962,Adrianna,987189,7,26,M,Married,"9,48,856",Very High(>75%)
2963,Alexia,987788,5,51,M,Married,"3,64,287",Very High(>75%)
2964,Casandra,987845,4,32,M,Married,"5,18,140",Very High(>75%)
2965,Juliette,988303,1,61,M,Married,"1,98,101",Very High(>75%)
2966,Garrett,989446,4,21,F,Never Married,"6,73,882",Very High(>75%)
2967,Jude,989506,7,19,M,Married,"9,24,604",Very High(>75%)
2968,Elisha,990213,4,67,M,Married,"2,17,711",Very High(>75%)
2969,Joel,990964,8,68,M,Married,"4,27,665",Very High(>75%)
2970,Alijah,991062,9,32,M,Married,"9,54,884",Very High(>75%)
2971,Brenden,991130,3,23,M,Never Married,"5,18,814",Very High(>75%)
2972,Abraham,991267,6,51,F,Married,"6,40,536",Very High(>75%)
2973,Freddie,991355,5,23,F,Never Married,"8,26,630",Very High(>75%)
2974,Bryce,991379,4,65,M,Married,"7,35,993",Very High(>75%)
2975,Darion,992216,4,19,M,Married,"2,89,554",Very High(>75%)
2976,Joanna,992602,5,53,M,Married,"3,68,113",Very High(>75%)
2977,Chase,992992,5,45,M,Married,"8,81,006",Very High(>75%)
2978,Chana,993343,10,50,M,Married,"1,95,961",Very High(>75%)
2979,Halle,993937,6,30,M,Never Married,"2,58,566",Very High(>75%)
2980,Julissa,994051,5,67,F,Married,"3,42,578",Very High(>75%)
2981,Gavyn,994266,7,30,F,Divorced,"2,18,737",Very High(>75%)
2982,Gisselle,994374,4,46,M,Never Married,"2,04,029",Very High(>75%)
2983,Ericka,994597,9,64,F,Married,"8,13,772",Very High(>75%)
2984,Isabelle,994746,8,36,M,Married,"6,29,364",Very High(>75%)
2985,Demarcus,994815,4,58,M,Never Married,"4,02,261",Very High(>75%)
2986,Alex,995003,7,39,M,Married,"5,18,476",Very High(>75%)
2987,Jordan,995220,6,70,F,Married,"9,36,973",Very High(>75%)
2988,Daisy,995396,4,22,M,Married,"5,50,952",Very High(>75%)
2989,Celeste,995690,7,29,M,Never Married,"7,20,906",Very High(>75%)
2990,Adrien,995746,4,21,F,Never Married,"3,84,408",Very High(>75%)
2991,Alison,995875,6,24,F,Never Married,"9,29,363",Very High(>75%)
2992,Alejandra,996177,4,52,M,Married,"4,51,351",Very High(>75%)
2993,Breanna,996544,3,33,F,Married,"1,13,964",Very High(>75%)
2994,Jalyn,996795,3,22,M,Never Married,"6,15,968",Very High(>75%)
2995,Braden,997324,8,51,F,Divorced,"86,150",Very High(>75%)
2996,Joselyn,997777,5,56,M,Married,"69,319",Very High(>75%)
2997,Isai,997857,1,45,M,Married,"7,41,673",Very High(>75%)
2998,Devin,998458,3,34,M,Never Married,"1,06,698",Very High(>75%)
2999,Dale,998959,3,30,M,Married,"2,94,979",Very High(>75%)
3000,Graham,999099,2,45,M,Never Married,"7,35,823",Very High(>75%)
